10,"H","ABRAHAM LINCOLN HIGH SCHOOL",880,"DENVER COUNTY 1","",0,5,285,3,3,5,3,2,7,7,6,7,65.9,3,2,1,0,0,0,0,1930,0.9326425,2.9015544,0.984456,91.6580311,3.1606218,0.0518135,0.3108808,93,0.785714
11,"E","ACADEMY CHARTER SCHOOL",900,"DOUGLAS COUNTY RE 1","",0,12,102,10,9,12,9,9,12,12,12,6,NA,3,2,2,NA,NA,NA,NA,700,0.2857143,2.1428571,0.2857143,10.4285714,83.5714286,0,3.2857143,8,NA
11,"M","ACADEMY CHARTER SCHOOL",900,"DOUGLAS COUNTY RE 1","",0,13,28,11,11,10,10,12,12,9,12,11,NA,3,3,3,NA,NA,NA,NA,700,0.2857143,2.1428571,0.2857143,10.4285714,83.5714286,0,3.2857143,8,NA
12,"E","ACRES GREEN ELEMENTARY SCHOOL",900,"DOUGLAS COUNTY RE 1","",0,11,142,9,9,9,9,8,10,12,7,10,NA,2,2,2,NA,NA,NA,NA,689,0.5805515,13.3526851,2.1770682,13.9332366,64.8766328,0,5.0798258,17.6,NA
14,"E","GLACIER PEAK ELEMENTARY SCHOOL",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,7,517,6,6,7,6,6,7,7,6,7,NA,2,3,2,NA,NA,NA,NA,525,0,2.2857143,0.5714286,35.6190476,60.3809524,0,1.1428571,32.8,NA
15,"E","ACADEMY OF CHARTER SCHOOLS",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,8,501,9,9,9,9,6,7,8,7,6,NA,2,2,2,NA,NA,NA,NA,1306,0.3062787,2.5267994,0.6891271,25.0382848,70.6738132,0.1531394,0.6125574,15.5,NA
15,"H","ACADEMY OF CHARTER SCHOOLS",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,6,223,6,7,6,6,5,6,6,7,5,78.5,3,3,2,1,0,0,0,1306,0.3062787,2.5267994,0.6891271,25.0382848,70.6738132,0.1531394,0.6125574,15.5,NA
15,"M","ACADEMY OF CHARTER SCHOOLS",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,5,1109,6,6,6,7,5,3,1,5,3,NA,2,2,1,NA,NA,NA,NA,1306,0.3062787,2.5267994,0.6891271,25.0382848,70.6738132,0.1531394,0.6125574,15.5,NA
16,"E","FOX HOLLOW ELEMENTARY SCHOOL",130,"CHERRY CREEK 5","",0,10,210,10,9,12,10,9,9,10,9,8,NA,2,2,1,NA,NA,NA,NA,877,0.6841505,15.7354618,5.5872292,11.1744584,61.9156214,0,4.9030787,11.5,NA
17,"E","ACADEMY ENDEAVOUR ELEMENTARY SCHOOL",1040,"ACADEMY 20","",0,9,375,10,10,10,9,10,7,7,7,6,NA,2,2,2,NA,NA,NA,NA,622,0.1607717,4.9839228,4.340836,16.2379421,68.488746,0.6430868,5.1446945,16.1,NA
18,"M","LIBERTY MIDDLE SCHOOL",130,"CHERRY CREEK 5","",0,6,884,8,9,6,10,8,6,7,3,7,NA,2,2,2,NA,NA,NA,NA,1065,0.3755869,10.3286385,9.0140845,14.9295775,61.5962441,0.2816901,3.4741784,19.1,NA
19,"E","ACADEMY INTERNATIONAL ELEMENTARY SCHOOL",1040,"ACADEMY 20","",0,12,42,12,12,12,12,12,9,9,9,8,NA,2,2,2,NA,NA,NA,NA,740,0.1351351,9.5945946,5,11.4864865,67.5675676,0.6756757,5.5405405,7.8,NA
20,"M","ADAMS CITY MIDDLE SCHOOL",30,"ADAMS COUNTY 14","",0,5,1192,3,3,3,3,6,6,6,7,3,NA,3,2,3,NA,NA,NA,NA,717,0.6973501,0.13947,1.8131102,77.5453278,18.5495119,0,1.2552301,90,NA
22,"H","LESTER R ARNOLD HIGH SCHOOL",30,"ADAMS COUNTY 14","",0,2,338,1,3,1,2,1,3,6,1,6,34.1,NA,NA,1,0,0,0,0,160,2.5,0.625,3.125,76.25,17.5,0,0,51.3,NA
24,"H","ADAMS CITY HIGH SCHOOL",30,"ADAMS COUNTY 14","",0,1,337,2,3,5,3,2,1,3,3,1,69.8,1,2,3,0,0,0,0,1695,0.9439528,0.3539823,3.3628319,81.5929204,13.6873156,0,0.0589971,73.7,0.569231
25,"M","SKY VIEW MIDDLE SCHOOL",2700,"PUEBLO COUNTY 70","",0,6,778,6,7,6,7,7,6,6,6,7,NA,2,3,2,NA,NA,NA,NA,610,0.8196721,0.9836066,1.4754098,25.7377049,68.6885246,0,2.295082,23.1,NA
26,"E","DESERT SAGE ELEMENTARY SCHOOL",2700,"PUEBLO COUNTY 70","",0,6,878,7,6,9,6,7,6,3,8,6,NA,2,1,1,NA,NA,NA,NA,433,0.9237875,0.4618938,2.5404157,38.7990762,56.3510393,0,0.9237875,45.7,NA
29,"H","ADULT & FAMILY LITERACY",980,"HARRISON 2","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,23,0,0,17.3913043,65.2173913,13.0434783,0,4.3478261,4.3,NA
30,"E","ADAMS ELEMENTARY SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,9,231,9,9,9,8,9,9,9,9,7,NA,2,2,3,NA,NA,NA,NA,505,0.7920792,8.9108911,1.3861386,17.029703,66.7326733,0.1980198,4.950495,33.5,NA
33,"H","MC LAIN HIGH SCHOOL",1420,"JEFFERSON COUNTY R-1","",1,3,331,5,5,5,6,4,5,6,3,6,43.9,3,1,1,0,0,0,0,377,1.061008,1.3262599,1.5915119,25.729443,68.1697613,0.265252,1.8567639,40.8,0.545455
34,"H","MC LAIN COMMUNITY HIGH SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,2,NA,NA,NA,NA,168,2.9761905,2.3809524,0,32.1428571,59.5238095,0.5952381,2.3809524,15.5,NA
35,"E","FRONTIER CHARTER ACADEMY",970,"CALHAN RJ-1","",0,NA,NA,NA,6,6,6,NA,1,3,1,1,NA,2,1,3,NA,NA,NA,NA,65,0,0,0,10.7692308,84.6153846,0,4.6153846,43.1,NA
35,"M","FRONTIER CHARTER ACADEMY",970,"CALHAN RJ-1","",0,NA,NA,NA,12,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,0,0,10.7692308,84.6153846,0,4.6153846,43.1,NA
37,"E","RED HILL ELEMENTARY SCHOOL",910,"EAGLE COUNTY RE 50","",0,7,618,6,6,7,6,6,8,9,6,9,NA,2,2,2,NA,NA,NA,NA,407,1.2285012,0.7371007,0,57.7395577,39.5577396,0,0.7371007,45.9,NA
38,"E","BRUSH CREEK ELEMENTARY SCHOOL",910,"EAGLE COUNTY RE 50","",0,9,399,10,10,12,9,9,8,9,6,9,NA,2,3,2,NA,NA,NA,NA,501,0.1996008,0.7984032,0.1996008,17.3652695,80.239521,0,1.1976048,16.3,NA
39,"M","GYPSUM CREEK MIDDLE SCHOOL",910,"EAGLE COUNTY RE 50","",0,12,61,8,8,6,9,9,13,12,12,12,NA,3,2,2,NA,NA,NA,NA,334,0.8982036,0.8982036,0.2994012,64.3712575,31.7365269,0.2994012,1.497006,56.3,NA
40,"H","RIDGE VIEW ACADEMY CHARTER SCHOOL",880,"DENVER COUNTY 1","",1,5,300,2,3,3,3,3,9,7,9,10,9.8,2,1,1,0,0,0,0,333,1.5015015,1.5015015,27.027027,35.1351351,34.8348348,0,0,100,NA
42,"E","ASPEN COMMUNITY CHARTER SCHOOL",2640,"ASPEN 1","",0,9,293,8,10,9,7,6,6,3,9,6,NA,2,1,1,NA,NA,NA,NA,126,0,0.7936508,0,3.1746032,96.031746,0,0,2.4,NA
42,"M","ASPEN COMMUNITY CHARTER SCHOOL",2640,"ASPEN 1","",0,12,71,9,10,9,10,10,13,12,12,12,NA,1,3,2,NA,NA,NA,NA,126,0,0.7936508,0,3.1746032,96.031746,0,0,2.4,NA
44,"E","AGATE ELEMENTARY SCHOOL",960,"AGATE 300","",0,NA,NA,NA,12,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,7.6923077,92.3076923,0,0,53.8,NA
48,"H","AGATE JUNIOR-SENIOR HIGH SCHOOL",960,"AGATE 300","MH",0,NA,NA,7,7,7,7,8,9,10,12,4,100,NA,NA,3,NA,NA,NA,NA,20,0,0,0,15,85,0,0,55,NA
48,"M","AGATE JUNIOR-SENIOR HIGH SCHOOL",960,"AGATE 300","MH",0,NA,NA,NA,7,6,9,NA,6,3,6,10,NA,NA,NA,3,NA,NA,NA,NA,20,0,0,0,15,85,0,0,55,NA
50,"E","RICO ELEMENTARY SCHOOL",890,"DOLORES COUNTY RE NO.2","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,8.3333333,0,0,91.6666667,0,0,0,NA
50,"M","RICO ELEMENTARY SCHOOL",890,"DOLORES COUNTY RE NO.2","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,8.3333333,0,0,91.6666667,0,0,0,NA
51,"H","THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY",2810,"CENTER 26 JT","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,2,NA,NA,NA,NA,12,0,0,0,100,0,0,0,66.7,NA
52,"E","HEIMAN ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,7,637,6,6,6,6,6,7,6,9,6,NA,3,3,3,NA,NA,NA,NA,749,0.400534,1.0680908,0.1335113,49.5327103,46.4619493,0.2670227,2.1361816,54.9,NA
53,"E","WINOGRAD K-8 ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,6,907,6,6,7,6,6,6,7,5,6,NA,2,1,1,NA,NA,NA,NA,569,0.1757469,0.8787346,0.1757469,52.0210896,44.9912127,0.3514938,1.4059754,46.1,NA
53,"M","WINOGRAD K-8 ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,6,1037,6,6,4,6,6,6,7,3,6,NA,2,2,2,NA,NA,NA,NA,569,0.1757469,0.8787346,0.1757469,52.0210896,44.9912127,0.3514938,1.4059754,46.1,NA
54,"E","ROMERO ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,5,1192,3,3,6,1,3,5,6,5,4,NA,3,2,3,NA,NA,NA,NA,658,0,0,0.7598784,87.8419453,10.9422492,0,0.4559271,88.4,NA
55,"E","GRANDVIEW ELEMENTARY SCHOOL",3100,"WINDSOR RE-4","",0,6,713,9,9,9,9,9,6,6,5,6,NA,2,2,2,NA,NA,NA,NA,528,0.9469697,1.3257576,0.7575758,13.8257576,80.4924242,0.3787879,2.2727273,19.3,NA
56,"E","FOWLER ELEMENTARY SCHOOL",2540,"FOWLER R-4J","",0,8,449,9,8,10,8,7,7,6,8,7,NA,2,2,2,NA,NA,NA,NA,235,0.4255319,0,0,22.9787234,75.3191489,0,1.2765957,55.3,NA
57,"M","ROCKY TOP MIDDLE SCHOOL",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,8,486,8,7,7,9,9,7,7,7,6,NA,2,2,2,NA,NA,NA,NA,1104,0.2717391,0.634058,0.0905797,16.8478261,81.7934783,0,0.3623188,12.9,NA
58,"E","AGUILAR ELEMENTARY SCHOOL",1620,"AGUILAR REORGANIZED 6","",0,6,1063,6,6,6,6,6,5,7,3,6,NA,3,1,1,NA,NA,NA,NA,66,0,0,0,63.6363636,36.3636364,0,0,82.4,NA
59,"E","MERIDIAN ELEMENTARY SCHOOL",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,11,132,10,10,12,9,9,9,11,7,9,NA,2,3,3,NA,NA,NA,NA,653,0.1531394,2.2970904,0.9188361,7.8101072,86.8300153,0.1531394,1.8376723,3.5,NA
60,"E","LEGACY ELEMENTARY SCHOOL",470,"ST VRAIN VALLEY RE 1J","",0,8,486,6,6,6,6,6,9,9,9,9,NA,2,3,3,NA,NA,NA,NA,557,0.3590664,1.7953321,0.8976661,16.6965889,79.7127469,0,0.5385996,21.8,NA
61,"E","ALPINE ELEMENTARY SCHOOL",470,"ST VRAIN VALLEY RE 1J","",0,6,834,8,7,9,6,9,6,6,6,6,NA,2,2,2,NA,NA,NA,NA,532,0.9398496,5.2631579,1.6917293,19.3609023,71.0526316,0,1.6917293,21.8,NA
63,"E","PEAKVIEW SCHOOL",1390,"HUERFANO RE-1","EM",0,3,1345,5,5,6,5,4,1,1,1,1,NA,1,1,2,NA,NA,NA,NA,329,3.0395137,0.9118541,0.3039514,69.6048632,25.5319149,0,0.6079027,79.2,NA
63,"M","PEAKVIEW SCHOOL",1390,"HUERFANO RE-1","EM",0,3,1345,NA,6,3,6,NA,6,10,4,3,NA,2,2,2,NA,NA,NA,NA,329,3.0395137,0.9118541,0.3039514,69.6048632,25.5319149,0,0.6079027,79.2,NA
64,"H","ARCHULETA COUNTY HIGH SCHOOL",220,"ARCHULETA COUNTY 50 JT","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,23,13.0434783,0,8.6956522,21.7391304,56.5217391,0,0,56.5,NA
65,"H","COAL RIDGE HIGH SCHOOL",1195,"GARFIELD RE-2","",0,6,229,6,6,7,6,6,6,6,6,6,87.3,2,3,2,1,0,0,0,489,1.4314928,0.8179959,0.6134969,38.4458078,56.4417178,0.408998,1.8404908,36,NA
66,"H","AGUILAR JUNIOR-SENIOR HIGH SCHOOL",1620,"AGUILAR REORGANIZED 6","MH",0,3,318,4,4,5,5,4,6,6,6,6,77.8,NA,NA,3,NA,NA,NA,NA,46,0,0,0,54.3478261,45.6521739,0,0,82.6,NA
66,"M","AGUILAR JUNIOR-SENIOR HIGH SCHOOL",1620,"AGUILAR REORGANIZED 6","MH",0,2,1380,1,1,1,1,2,1,1,3,1,NA,NA,NA,3,NA,NA,NA,NA,46,0,0,0,54.3478261,45.6521739,0,0,82.6,NA
67,"H","ACADEMY OF URBAN LEARNING",880,"DENVER COUNTY 1","",1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,19,NA,NA,2,0,0,0,0,116,2.5862069,0.862069,60.3448276,29.3103448,6.0344828,0,0.862069,87.9,NA
74,"M","CHALLENGER MIDDLE SCHOOL",1040,"ACADEMY 20","",0,8,455,9,10,7,11,12,7,8,6,9,NA,2,3,2,NA,NA,NA,NA,691,0,3.3285094,1.1577424,12.0115774,79.3053546,0.1447178,4.0520984,8.2,NA
75,"H","ANIMAS HIGH SCHOOL",8001,"CHARTER SCHOOL INSTITUTE","",0,NA,NA,NA,12,12,12,NA,6,6,6,9,NA,2,2,2,NA,NA,NA,NA,128,3.125,1.5625,1.5625,7.8125,82.03125,0,3.90625,10.9,NA
76,"H","AIR ACADEMY HIGH SCHOOL",1040,"ACADEMY 20","",0,11,35,12,12,12,12,12,8,7,9,7,93,2,2,2,1,1,1,0,1359,0.4415011,2.281089,2.2075055,9.9337748,80.2060338,0.5150846,4.415011,7.8,0.147368
86,"E","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","EM",0,6,907,6,6,6,6,7,8,8,6,10,NA,3,3,3,NA,NA,NA,NA,260,0,0.3846154,0.3846154,12.6923077,83.4615385,0,3.0769231,58.8,NA
86,"M","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","EM",0,6,907,6,6,6,7,5,5,3,6,3,NA,2,2,3,NA,NA,NA,NA,260,0,0.3846154,0.3846154,12.6923077,83.4615385,0,3.0769231,58.8,NA
90,"H","AKRON HIGH SCHOOL",3030,"AKRON R-1","",0,6,204,6,6,7,6,6,5,5,7,2,94.7,1,2,2,1,0,1,0,121,0,0,0,12.3966942,86.7768595,0,0.8264463,33.1,NA
108,"H","ALAMEDA HIGH SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,2,315,3,3,5,4,3,3,5,3,6,73.5,2,2,2,0,0,0,0,739,2.300406,6.7658999,2.7063599,64.8173207,21.6508796,1.082544,0.67659,73.1,0.5
109,"","ARVADA K-8",1420,"JEFFERSON COUNTY R-1","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,3.0944625,3.0944625,1.9543974,44.6254072,44.1368078,0.3257329,2.7687296,84.5,NA
